CH1,CH2,CH3,Time
0.976875,1.60375,0.0068749999999999645,6.2384e-07
0.9968750000000001,1.595,-0.029999999999999805,2.22384e-06
0.9818749999999999,1.59375,-0.00749999999999984,3.82384e-06
0.9968750000000001,1.59375,-0.0349999999999997,5.42384e-06
0.969375,1.57375,-0.0031249999999998224,7.02384e-06
1.001875,1.5925,-0.010624999999999662,8.62384e-06
0.956875,1.59,-0.015625,1.022384e-05
1.006875,1.5859375,-0.027499999999999858,1.182384e-05
0.9818749999999999,1.6025,-0.027499999999999858,1.342384e-05
1.009375,1.5846875,-0.010624999999999662,1.502384e-05
0.966875,1.5825,-0.027499999999999858,1.6623839999999998e-05
0.9818749999999999,1.59625,-0.012499999999999734,1.822384e-05
0.956875,1.5834375,-0.013125000000000053,1.9823839999999998e-05
1.001875,1.605,-0.013125000000000053,2.1423839999999996e-05
0.9818749999999999,1.5671875,-0.010624999999999662,2.3023839999999997e-05
0.9843750000000001,1.6,-0.01750000000000007,2.462384e-05
0.95375,1.5784375,0.019375000000000142,2.6223839999999997e-05
1.004375,1.5875000000000001,-0.02499999999999991,2.7823839999999995e-05
0.9643750000000001,1.5634375,-0.008124999999999716,2.9423839999999997e-05
0.9868750000000001,1.595,-0.005624999999999769,3.102384e-05
0.9718749999999999,1.5840625,-0.020624999999999893,3.262384e-05
0.9743750000000001,1.5987500000000001,-0.02312499999999984,3.422384e-05
0.966875,1.5771875,-0.03312500000000007,3.5823840000000004e-05
0.991875,1.58125,-0.015625,3.742384e-05
0.9743750000000001,1.59125,-0.02499999999999991,3.902384e-05
0.9843750000000001,1.58375,-0.005624999999999769,4.062384e-05
0.9943750000000001,1.5915625,-0.0024999999999999467,4.2223839999999997e-05
1.006875,1.5925,0.0068749999999999645,4.382384e-05
0.976875,1.5846875,-0.025624999999999787,4.542384e-05
0.976875,1.5834375,-0.018124999999999947,4.702384e-05
0.969375,1.58875,0.001875000000000071,4.862384e-05
0.999375,1.6025,-0.029999999999999805,5.022384e-05
0.976875,1.5975000000000001,-0.015625,5.182384e-05
0.9943750000000001,1.605,-0.010624999999999662,5.342384e-05
0.9718749999999999,1.6,-0.020624999999999893,5.5023839999999996e-05
0.976875,1.60125,0.001875000000000071,5.662384e-05
0.976875,1.58875,-0.004999999999999893,5.822384e-05
0.9718749999999999,1.605,-0.018124999999999947,5.982384e-05
0.9818749999999999,1.58,-0.010624999999999662,6.142384e-05
1.006875,1.5825,-0.022499999999999964,6.302384e-05
0.9868750000000001,1.58625,-0.0031249999999998224,6.462384e-05
0.9743750000000001,1.5875000000000001,-0.02312499999999984,6.622384e-05
0.95375,1.58875,-0.03062499999999968,6.782384e-05
0.991875,1.59125,-0.00749999999999984,6.942384e-05
0.9618750000000001,1.5846875,0.001875000000000071,7.102384e-05
0.966875,1.6109375000000001,0.009374999999999911,7.262384e-05
0.9943750000000001,1.595,0.009374999999999911,7.422384e-05
0.9943750000000001,1.595,-0.027499999999999858,7.582384e-05
0.969375,1.58375,0.0068749999999999645,7.742384e-05
0.9868750000000001,1.6025,-0.020624999999999893,7.902384e-05
0.979375,1.5875000000000001,0.014375000000000249,8.062384e-05
1.001875,1.605,-0.010624999999999662,8.222383999999999e-05
0.9818749999999999,1.6,-0.018124999999999947,8.382383999999999e-05
0.9843750000000001,1.5825,-0.015625,8.542384e-05
0.9643750000000001,1.595,-0.005624999999999769,8.702384e-05
0.9868750000000001,1.6075,-0.008124999999999716,8.862384e-05
0.95125,1.5825,-0.028124999999999734,9.022384e-05
0.9718749999999999,1.60125,-0.013125000000000053,9.182384e-05
0.976875,1.5987500000000001,0.001875000000000071,9.342384e-05
0.9743750000000001,1.5987500000000001,-0.025624999999999787,9.502383999999999e-05
0.9818749999999999,1.574375,-0.008124999999999716,9.662384e-05
0.999375,1.6025,-0.03750000000000009,9.822384e-05
0.976875,1.595,-0.013125000000000053,9.982384e-05
0.979375,1.5987500000000001,-0.013125000000000053,0.00010142384
0.979375,1.5875000000000001,-0.013125000000000053,0.00010302384
0.9943750000000001,1.5987500000000001,-0.04249999999999998,0.00010462384
0.9818749999999999,1.59125,-0.020624999999999893,0.00010622384
0.9743750000000001,1.60625,-0.005624999999999769,0.00010782383999999999
0.966875,1.58125,-0.020624999999999893,0.00010942383999999999
0.989375,1.59125,-0.0031249999999998224,0.00011102384
0.9818749999999999,1.59375,0.014375000000000249,0.00011262384
0.976875,1.605,-0.022499999999999964,0.00011422384
0.989375,1.6134375,-0.008124999999999716,0.00011582384
0.976875,1.59125,-0.020624999999999893,0.00011742384
0.966875,1.5925,-0.029999999999999805,0.00011902383999999999
0.989375,1.6046875,-0.0031249999999998224,0.00012062383999999999
0.989375,1.59125,-0.004999999999999893,0.00012222384
1.004375,1.58625,-0.029999999999999805,0.00012382384
0.9843750000000001,1.58375,0.009374999999999911,0.00012542384
1.001875,1.60375,-0.005624999999999769,0.00012702383999999998
0.991875,1.5875000000000001,-0.015625,0.00012862384
1.0118749999999999,1.5925,-0.010624999999999662,0.00013022384
0.9868750000000001,1.585,-0.004999999999999893,0.00013182384
0.9843750000000001,1.59375,-0.0349999999999997,0.00013342384
0.9818749999999999,1.5925,-0.015625,0.00013502384
0.9643750000000001,1.59625,-0.013125000000000053,0.00013662384
0.989375,1.578125,0.009374999999999911,0.00013822383999999999
1.004375,1.61125,-0.015625,0.00013982384
0.9800000000000001,1.59,0.009374999999999911,0.00014142384
0.9968750000000001,1.6,-0.009999999999999787,0.00014302384
0.979375,1.585,-0.027499999999999858,0.00014462384
0.9868750000000001,1.615,-0.040000000000000036,0.00014622384
0.9868750000000001,1.5875000000000001,-0.028124999999999734,0.00014782384
0.9968750000000001,1.6059375,-0.02312499999999984,0.00014942384
0.976875,1.58875,-0.01499999999999968,0.00015102384
0.9943750000000001,1.6087500000000001,0.0068749999999999645,0.00015262383999999998
0.9618750000000001,1.59,-0.01750000000000007,0.00015422384
0.991875,1.6075,-0.018124999999999947,0.00015582384
0.966875,1.59375,-0.0006249999999998757,0.00015742384
0.989375,1.5975000000000001,-0.013125000000000053,0.00015902384
0.9462500000000001,1.59625,-0.010624999999999662,0.00016062384
0.9868750000000001,1.6221875000000001,-0.022499999999999964,0.00016222384
0.9843750000000001,1.59625,-0.013125000000000053,0.00016382383999999998
0.9843750000000001,1.595,-0.03750000000000009,0.00016542384
0.9643750000000001,1.59625,0.004375000000000018,0.00016702383999999998
0.9718749999999999,1.5953125000000001,-0.010624999999999662,0.00016862384
0.969375,1.59,-0.012499999999999734,0.00017022384
0.9843750000000001,1.60375,-0.013125000000000053,0.00017182384
0.9843750000000001,1.6,0.009374999999999911,0.00017342384
0.9818749999999999,1.5875000000000001,-0.025624999999999787,0.00017502383999999999
0.966875,1.5871875,-0.008124999999999716,0.00017662384
0.9843750000000001,1.5925,-0.027499999999999858,0.00017822383999999998
1.004375,1.60375,-0.005624999999999769,0.00017982384
0.999375,1.6,-0.005624999999999769,0.00018142384
0.976875,1.5987500000000001,-0.025624999999999787,0.00018302384
0.9868750000000001,1.60625,-0.012499999999999734,0.00018462384
1.004375,1.6,-0.04999999999999982,0.00018622384
0.9618750000000001,1.5925,-0.004999999999999893,0.00018782384
0.9643750000000001,1.5925,-0.015625,0.00018942383999999998
0.9843750000000001,1.61125,-0.012499999999999734,0.00019102384
0.9843750000000001,1.6,-0.028124999999999734,0.00019262384
1.0143750000000002,1.60125,-0.04249999999999998,0.00019422384
0.979375,1.579375,-0.018124999999999947,0.00019582384
0.969375,1.60375,-0.03249999999999975,0.00019742384
0.969375,1.580625,0.004375000000000018,0.00019902384
0.9868750000000001,1.57875,-0.018124999999999947,0.00020062383999999998
0.9575000000000001,1.585,0.019375000000000142,0.00020222384
0.991875,1.6,-0.010624999999999662,0.00020382383999999998
0.979375,1.5925,0.004375000000000018,0.00020542384
0.9718749999999999,1.6075,0.004375000000000018,0.00020702384
0.9818749999999999,1.58875,-0.02312499999999984,0.00020862384
0.979375,1.58625,-0.010624999999999662,0.00021022384
0.976875,1.5825,-0.0006249999999998757,0.00021182383999999999
0.979375,1.6025,-0.022499999999999964,0.00021342384
0.966875,1.57875,-0.008124999999999716,0.00021502383999999998
0.9743750000000001,1.58125,-0.029999999999999805,0.00021662384
0.9943750000000001,1.5875000000000001,-0.005624999999999769,0.00021822383999999998
0.976875,1.6025,-0.0006249999999998757,0.00021982384
0.956875,1.58375,-0.005624999999999769,0.00022142384
0.9943750000000001,1.6146875,-0.015625,0.00022302384
0.969375,1.5925,-0.010624999999999662,0.00022462384
0.979375,1.5987500000000001,-0.03562500000000002,0.00022622383999999998
0.969375,1.60125,-0.0031249999999998224,0.00022782384
0.9743750000000001,1.60625,-0.0006249999999998757,0.00022942383999999998
0.9543750000000001,1.59,0.004375000000000018,0.00023102384
0.9943750000000001,1.595,-0.0031249999999998224,0.00023262384
0.9643750000000001,1.58625,-0.022499999999999964,0.00023422384
0.989375,1.60125,-0.012499999999999734,0.00023582384
0.979375,1.60125,0.0068749999999999645,0.00023742383999999998
0.9818749999999999,1.60125,-0.008124999999999716,0.00023902384
0.93375,1.58,-0.02312499999999984,0.00024062383999999998
0.989375,1.59375,0.004375000000000018,0.00024222384
0.9643750000000001,1.58625,0.004375000000000018,0.00024382384
0.9818749999999999,1.615,-0.015625,0.00024542384
0.9743750000000001,1.5975000000000001,0.011875000000000302,0.00024702384
0.9643750000000001,1.6025,0.0068749999999999645,0.00024862384
-0.9475,1.59125,0.0068749999999999645,0.00025022384
-0.9475,1.59125,-0.020624999999999893,0.00025182384
-0.955,1.59625,-0.008124999999999716,0.00025342383999999997
-0.9425,1.59125,-0.010624999999999662,0.00025502384
-0.9675,1.59625,-0.02312499999999984,0.00025662384
-0.9375,1.6009375000000001,-0.03312500000000007,0.00025822384
-0.97,1.57875,-0.025624999999999787,0.00025982384
-0.9675,1.5875000000000001,-0.03062499999999968,0.00026142384
-0.98,1.59125,-0.018124999999999947,0.00026302384
-0.945,1.60125,-0.005624999999999769,0.00026462383999999997
-1.0025,1.5875000000000001,-0.0006249999999998757,0.00026622384
-0.9775,1.60625,-0.027499999999999858,0.00026782384
-0.9775,1.5925,-0.04999999999999982,0.00026942384
-0.9675,1.5975000000000001,0.009374999999999911,0.00027102384
-0.9825,1.5875000000000001,0.014375000000000249,0.00027262384
-0.98,1.59625,-0.0031249999999998224,0.00027422384
-0.97,1.59375,-0.027499999999999858,0.00027582383999999997
-0.97,1.6,-0.004999999999999893,0.00027742384
-0.995,1.6087500000000001,0.0068749999999999645,0.00027902384
-0.965,1.58625,-0.028124999999999734,0.00028062384
-0.98,1.5987500000000001,0.009374999999999911,0.00028222384
-0.955,1.605,-0.04499999999999993,0.00028382384
-0.9925,1.58125,0.0,0.00028542384
-0.9625,1.575625,-0.008124999999999716,0.00028702383999999997
-1.005,1.6,0.0,0.00028862384
-1.0,1.59125,-0.008124999999999716,0.00029022384
-0.9875,1.58,0.001875000000000071,0.00029182384
-0.99,1.59375,-0.005624999999999769,0.00029342383999999996
-0.995,1.6075,-0.0031249999999998224,0.00029502384
-0.9825,1.595,-0.02499999999999991,0.00029662384
-1.0074999999999998,1.5875000000000001,-0.009999999999999787,0.00029822383999999997
-0.96,1.6025,-0.004999999999999893,0.00029982384
-0.975,1.59375,-0.008124999999999716,0.00030142384
-0.9975,1.59375,-0.020624999999999893,0.00030302384
-0.9625,1.5925,-0.010624999999999662,0.00030462383999999996
-0.97,1.6025,-0.010624999999999662,0.00030622384
-0.985,1.5846875,-0.0006249999999998757,0.00030782384
-0.97,1.5971875,-0.025624999999999787,0.00030942383999999997
-1.0081250000000002,1.5859375,-0.008124999999999716,0.00031102384
-1.0081250000000002,1.6128125,-0.01750000000000007,0.00031262384
-0.99,1.57625,-0.0006249999999998757,0.00031422384
-0.97,1.60125,-0.03062499999999968,0.00031582383999999997
-0.975,1.59125,0.0068749999999999645,0.00031742384
-0.965,1.60625,0.0068749999999999645,0.00031902384
-0.985,1.6075,-0.013125000000000053,0.00032062384
-0.965,1.59375,-0.012499999999999734,0.00032222384
-0.995,1.59375,-0.0006249999999998757,0.00032382384
-0.9825,1.58875,-0.04249999999999998,0.00032542384
-1.0074999999999998,1.580625,0.0050000000000003375,0.00032702383999999997
-0.98,1.59125,-0.01499999999999968,0.00032862384
-1.0025,1.605,-0.025624999999999787,0.00033022384
-0.99,1.6,-0.02312499999999984,0.00033182384
-0.9975,1.5809375,0.014375000000000249,0.00033342383999999996
-0.9525,1.6,-0.015625,0.00033502384
-1.0,1.59375,-0.005624999999999769,0.00033662384
-0.9675,1.59375,-0.004999999999999893,0.00033822383999999997
-0.9875,1.59,-0.018124999999999947,0.00033982384
